Unnamed: 0,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,LOCATION,LAT,LON,Year,Month,Day,DayOfWeek,Hour,Quarter,IsWeekend,TimeHour,TimeMinute,TimeOfDay
1831,200510784,06/19/2020 12:00:00 AM,06/17/2020 12:00:00 AM,1400,5,Harbor,503,2,649,DOCUMENT FORGERY / STOLEN FELONY,1202 0100 0913 0923,76,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,1000    HARBOR HEIGHTS               DR,33.7928,-118.2922,2020.0,6.0,17.0,2.0,0.0,2.0,0,14,0,Afternoon
1833,200714788,10-10-2020 00:00,09/30/2020 12:00:00 AM,1800,7,Wilshire,763,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1608 0358,73,F,B,101,STREET,,,IC,Invest Cont,331,,,5600    AIRDROME                     ST,34.0445,-118.3623,2020.0,9.0,30.0,2.0,0.0,3.0,0,18,0,Afternoon
1834,200415449,12-01-2020 00:00,11/28/2020 12:00:00 AM,1900,4,Hollenbeck,406,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,4200    VIA MARISOL,34.0967,-118.1845,2020.0,11.0,28.0,5.0,0.0,4.0,1,19,0,Evening
1835,200611742,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,750,6,Hollywood,648,2,888,TRESPASSING,1501,32,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,5700    CARLTON                      WY,34.1005,-118.3141,2020.0,6.0,24.0,2.0,0.0,2.0,0,7,50,Morning
1836,200107425,02/19/2020 12:00:00 AM,02/18/2020 12:00:00 AM,2200,1,Central,111,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,800    YALE                         ST,34.0632,-118.2408,2020.0,2.0,18.0,1.0,0.0,1.0,0,22,0,Evening
1837,200407260,03/25/2020 12:00:00 AM,03/24/2020 12:00:00 AM,1700,4,Hollenbeck,461,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,1ST,34.0475,-118.2241,2020.0,3.0,24.0,1.0,0.0,1.0,0,17,0,Afternoon
1838,200513281,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,1500,5,Harbor,529,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0444 0553 1251 1259 0913,15,M,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,300 E  ANAHEIM                      ST,33.7801,-118.2595,2020.0,8.0,21.0,4.0,0.0,3.0,0,15,0,Afternoon
1839,201013335,09/22/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1700,10,West Valley,1024,2,624,BATTERY - SIMPLE ASSAULT,0400 0913 0416 1414 1202,74,M,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,18500    SHERMAN                      WY,34.2011,-118.5367,2020.0,9.0,22.0,1.0,0.0,3.0,0,17,0,Afternoon
1843,200316360,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1,3,Southwest,392,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,5000    2ND                          AV,33.9975,-118.3192,2020.0,8.0,27.0,3.0,0.0,3.0,0,0,1,Night
1846,200319683,10/31/2020 12:00:00 AM,10/24/2020 12:00:00 AM,2200,3,Southwest,362,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1238 1202 0913,75,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,3800    POTOMAC                      AV,34.0156,-118.3463,2020.0,10.0,24.0,5.0,0.0,4.0,1,22,0,Evening
1849,201309677,04/19/2020 12:00:00 AM,04/19/2020 12:00:00 AM,540,13,Newton,1393,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1814 2000 0446 0416 2002 0344 0913,38,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,440,626.0,,200 W  71ST                         ST,33.9756,-118.2756,2020.0,4.0,19.0,6.0,0.0,2.0,1,5,40,Night
1850,200513459,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1945,5,Harbor,585,1,320,"BURGLARY, ATTEMPTED",1202 0329 1601 1822,59,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,2300 S  ALMA                         ST,33.7225,-118.299,2020.0,8.0,27.0,3.0,0.0,3.0,0,19,45,Evening
1853,200322255,12/25/2020 12:00:00 AM,12/25/2020 12:00:00 AM,900,3,Southwest,313,1,330,BURGLARY FROM VEHICLE,0344 1202 1300 1607 1822,81,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,2500 S  BRONSON                      AV,34.0326,-118.3337,2020.0,12.0,25.0,4.0,0.0,4.0,0,9,0,Morning
1854,200116764,08/22/2020 12:00:00 AM,08/21/2020 12:00:00 AM,1900,1,Central,162,1,330,BURGLARY FROM VEHICLE,0344 1402 1822 1300 1605,49,M,B,108,PARKING LOT,,,IC,Invest Cont,330,998.0,,800 S  HILL                         ST,34.0462,-118.2585,2020.0,8.0,21.0,4.0,0.0,3.0,0,19,0,Evening
1857,201227132,12/25/2020 12:00:00 AM,12/25/2020 12:00:00 AM,1,12,77th Street,1211,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 1814 1206 2002 0416,40,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,2400 W  54TH                         ST,33.9932,-118.3198,2020.0,12.0,25.0,4.0,0.0,4.0,0,0,1,Night
1858,200216647,10/26/2020 12:00:00 AM,10/26/2020 12:00:00 AM,235,2,Rampart,279,1,761,BRANDISH WEAPON,0913 2038 0334 0416 0400 2000 1814 1402,31,F,H,106,TUNNEL,308.0,STICK,AO,Adult Other,761,901.0,998.0,1400 W  10TH                         PL,34.0474,-118.2714,2020.0,10.0,26.0,0.0,0.0,4.0,0,2,35,Night
1859,201205892,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,145,12,77th Street,1263,1,761,BRANDISH WEAPON,2004 0334 0913 1218,59,M,B,517,MISSIONS/SHELTERS,204.0,FOLDING KNIFE,IC,Invest Cont,761,,,7900 S  WESTERN                      AV,33.9673,-118.309,2020.0,1.0,28.0,1.0,0.0,1.0,0,1,45,Night
1863,200100785,05/16/2020 12:00:00 AM,05/15/2020 12:00:00 AM,1945,1,Central,142,1,110,CRIMINAL HOMICIDE,1218 1402 2004 0411 1822,57,M,H,138,STAIRWELL*,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110,,,300 S  OLIVE                        ST,34.0523,-118.2502,2020.0,5.0,15.0,4.0,0.0,2.0,0,19,45,Evening
1865,200900692,04/21/2020 12:00:00 AM,04/19/2020 12:00:00 AM,1925,9,Van Nuys,929,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,75,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,998.0,,6500    LONGRIDGE                    AV,34.189,-118.4209,2020.0,4.0,19.0,6.0,0.0,2.0,1,19,25,Evening
1868,201111232,07-08-2020 00:00,06/29/2020 12:00:00 AM,1700,11,Northeast,1162,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1210 0913 1241 0448 1300,38,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,4300    GATEWAY                      AV,34.0941,-118.2835,2020.0,6.0,29.0,0.0,0.0,2.0,0,17,0,Afternoon
1869,200204971,01/21/2020 12:00:00 AM,01/19/2020 12:00:00 AM,2030,2,Rampart,233,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,AO,Adult Other,510,,,RAMPART,34.071,-118.2759,2020.0,1.0,19.0,6.0,0.0,1.0,1,20,30,Evening
1872,200608725,04-01-2020 00:00,03/29/2020 12:00:00 AM,1000,6,Hollywood,663,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,28,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,1200 N  ORANGE                       DR,34.0926,-118.3416,2020.0,3.0,29.0,6.0,0.0,1.0,1,10,0,Morning
1874,201114821,10/18/2020 12:00:00 AM,10/18/2020 12:00:00 AM,615,11,Northeast,1134,1,510,VEHICLE - STOLEN,,0,Unknown,,108,PARKING LOT,,,IC,Invest Cont,510,,,2700 N  SAN FERNANDO                 RD,34.1094,-118.2421,2020.0,10.0,18.0,6.0,0.0,4.0,1,6,15,Night
1877,200517203,11/29/2020 12:00:00 AM,11/28/2020 12:00:00 AM,1230,5,Harbor,587,1,510,VEHICLE - STOLEN,,0,Unknown,,104,DRIVEWAY,,,IC,Invest Cont,510,,,700 W  40TH                         ST,33.7079,-118.2918,2020.0,11.0,28.0,5.0,0.0,4.0,1,12,30,Morning
1878,200315252,08-04-2020 00:00,07/22/2020 12:00:00 AM,1230,3,Southwest,327,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 2032,32,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,1100 W  28TH                         ST,34.0294,-118.2846,2020.0,7.0,22.0,2.0,0.0,3.0,0,12,30,Morning
1879,200712996,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,930,7,Wilshire,753,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,Unknown,,101,STREET,,,IC,Invest Cont,420,,,1100 S  FAIRFAX                      AV,34.0554,-118.3651,2020.0,8.0,21.0,4.0,0.0,3.0,0,9,30,Morning
1880,201222673,10/15/2020 12:00:00 AM,10/15/2020 12:00:00 AM,1920,12,77th Street,1258,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0449 0443 0305 0913 2004,19,X,X,101,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230,,,83RD                         ST,33.9713,-118.2739,2020.0,10.0,15.0,3.0,0.0,4.0,0,19,20,Evening
1881,200812312,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,1330,8,West LA,899,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,AO,Adult Other,510,,,2600 S  CORNING                      ST,34.0348,-118.3822,2020.0,7.0,26.0,6.0,0.0,3.0,1,13,30,Afternoon
1882,201213100,05/18/2020 12:00:00 AM,05/18/2020 12:00:00 AM,1845,12,77th Street,1205,1,310,BURGLARY,0358 1607 1822 0321 0329 0344,36,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,1400 W  49TH                         ST,33.9992,-118.3002,2020.0,5.0,18.0,0.0,0.0,2.0,0,18,45,Afternoon
1884,201116813,12/20/2020 12:00:00 AM,12/20/2020 12:00:00 AM,23,11,Northeast,1136,2,625,OTHER ASSAULT,0400 0416 0429 1822 1309,43,M,W,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625,,,4400    EAGLE ROCK                   BL,34.1243,-118.2205,2020.0,12.0,20.0,6.0,0.0,4.0,1,0,23,Night
1885,200410882,07/17/2020 12:00:00 AM,07/17/2020 12:00:00 AM,700,4,Hollenbeck,413,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,31,M,W,101,STREET,,,IC,Invest Cont,440,,,100 E  AVENUE 33,34.083,-118.2137,2020.0,7.0,17.0,4.0,0.0,3.0,0,7,0,Morning
1886,201108622,04/22/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1900,11,Northeast,1141,1,510,VEHICLE - STOLEN,,0,Unknown,,108,PARKING LOT,,,IC,Invest Cont,510,,,1700 N  MARIPOSA                     AV,34.1018,-118.2995,2020.0,4.0,20.0,0.0,0.0,2.0,0,19,0,Evening
1887,201115204,10/28/2020 12:00:00 AM,10/25/2020 12:00:00 AM,800,11,Northeast,1109,1,310,BURGLARY,0397 1822 0344 0358,42,M,W,120,STORAGE SHED,218.0,OTHER CUTTING INSTRUMENT,IC,Invest Cont,310,,,1300    COLORADO                     BL,34.139,-118.1935,2020.0,10.0,25.0,6.0,0.0,4.0,1,8,0,Morning
1888,201209935,03/29/2020 12:00:00 AM,03/28/2020 12:00:00 AM,2230,12,77th Street,1245,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 0385 1402,57,M,H,101,STREET,,,IC,Invest Cont,420,998.0,,1100 W  71ST                         ST,33.9754,-118.2937,2020.0,3.0,28.0,5.0,0.0,1.0,1,22,30,Evening
1889,200516666,11/15/2020 12:00:00 AM,11/15/2020 12:00:00 AM,630,5,Harbor,507,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745,,,1400 W  227TH                        ST,33.8201,-118.3015,2020.0,11.0,15.0,6.0,0.0,4.0,1,6,30,Night
1891,200404623,01/17/2020 12:00:00 AM,01/16/2020 12:00:00 AM,2230,4,Hollenbeck,478,2,901,VIOLATION OF RESTRAINING ORDER,2038,38,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,3300    WHITTIER                     BL,34.0286,-118.2028,2020.0,1.0,16.0,3.0,0.0,1.0,0,22,30,Evening
1892,200110798,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,1100,1,Central,135,1,310,BURGLARY,1822 1420 0329 1402 0344 2004,49,M,W,203,OTHER BUSINESS,,,AA,Adult Arrest,310,998.0,,MAIN                         ST,34.051,-118.2445,2020.0,4.0,21.0,1.0,0.0,2.0,0,11,0,Morning
1893,200615767,09/23/2020 12:00:00 AM,09/21/2020 12:00:00 AM,2000,6,Hollywood,666,1,510,VEHICLE - STOLEN,,0,Unknown,,108,PARKING LOT,,,IC,Invest Cont,510,,,6500    LA MIRADA                    AV,34.0934,-118.3317,2020.0,9.0,21.0,0.0,0.0,3.0,0,20,0,Evening
1895,201217463,07/30/2020 12:00:00 AM,07/29/2020 12:00:00 AM,2330,12,77th Street,1208,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,101,STREET,,,IC,Invest Cont,740,,,48TH,33.9997,-118.2827,2020.0,7.0,29.0,2.0,0.0,3.0,0,23,30,Evening
1896,200906714,02/29/2020 12:00:00 AM,02/26/2020 12:00:00 AM,1000,9,Van Nuys,933,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,CEDROS,34.1857,-118.4531,2020.0,2.0,26.0,2.0,0.0,1.0,0,10,0,Morning
1897,201011115,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1155,10,West Valley,1047,2,624,BATTERY - SIMPLE ASSAULT,0913 1823 0372 0416 0445 0917 0359,34,F,W,102,SIDEWALK,305.0,FIXED OBJECT,AO,Adult Other,624,,,5900    BALBOA                       BL,34.1773,-118.5013,2020.0,7.0,18.0,5.0,0.0,3.0,1,11,55,Morning
1898,200114879,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,300,1,Central,128,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0352 0910 2034 1218,30,M,B,102,SIDEWALK,,,IC,Invest Cont,440,,,1ST,34.0492,-118.2391,2020.0,7.0,15.0,2.0,0.0,3.0,0,3,0,Night
1900,201212971,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,145,12,77th Street,1265,1,761,BRANDISH WEAPON,1402 1822 0443,36,F,O,501,SINGLE FAMILY DWELLING,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,761,930.0,998.0,8500 S  VERMONT                      AV,33.9676,-118.2918,2020.0,5.0,17.0,6.0,0.0,2.0,1,1,45,Night
1904,200714156,09/22/2020 12:00:00 AM,09/18/2020 12:00:00 AM,1500,7,Wilshire,732,2,354,THEFT OF IDENTITY,0927 1822,74,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,6300 W  6TH                          ST,34.0653,-118.365,2020.0,9.0,18.0,4.0,0.0,3.0,0,15,0,Afternoon
1906,200313276,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,40,3,Southwest,337,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,1600 W  JEFFERSON                    BL,34.0273,-118.3024,2020.0,6.0,27.0,5.0,0.0,2.0,1,0,40,Night
1908,200206488,02/19/2020 12:00:00 AM,02/19/2020 12:00:00 AM,1830,2,Rampart,265,2,625,OTHER ASSAULT,0602 0558 0416 0446 0417 0913,19,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,700 S  ALVARADO                     ST,34.0565,-118.2768,2020.0,2.0,19.0,2.0,0.0,1.0,0,18,30,Afternoon
1909,200706875,03-02-2020 00:00,02/29/2020 12:00:00 AM,1809,7,Wilshire,701,2,354,THEFT OF IDENTITY,0930 0929,0,M,O,503,HOTEL,,,IC,Invest Cont,354,,,7900    MELROSE                      AV,34.0838,-118.3614,2020.0,2.0,29.0,5.0,0.0,1.0,1,18,9,Afternoon
1912,200707512,03/16/2020 12:00:00 AM,03/15/2020 12:00:00 AM,100,7,Wilshire,753,1,330,BURGLARY FROM VEHICLE,1300 1606 0344,25,F,W,101,STREET,,,IC,Invest Cont,330,,,1100 S  STANLEY                      AV,34.0555,-118.3591,2020.0,3.0,15.0,6.0,0.0,1.0,1,1,0,Night
1913,200217843,11/22/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1605,2,Rampart,265,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2011 1252 1817 0913,42,F,W,101,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930,,,700 S  ALVARADO                     ST,34.056,-118.2771,2020.0,11.0,22.0,6.0,0.0,4.0,1,16,5,Afternoon
1914,201205778,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1030,12,77th Street,1239,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0444,20,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,500 W  60TH                         ST,33.9851,-118.2827,2020.0,1.0,26.0,6.0,0.0,1.0,1,10,30,Morning
1916,200414151,10/22/2020 12:00:00 AM,10/22/2020 12:00:00 AM,1140,4,Hollenbeck,464,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 1243 0400 0334,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,200 N  CHICAGO                      ST,34.0462,-118.2114,2020.0,10.0,22.0,3.0,0.0,4.0,0,11,40,Morning
1917,200617404,10/31/2020 12:00:00 AM,10/30/2020 12:00:00 AM,2015,6,Hollywood,639,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352 1822,0,X,X,405,CLOTHING STORE,,,AO,Adult Other,440,,,5400    HOLLYWOOD                    BL,34.1036,-118.3049,2020.0,10.0,30.0,4.0,0.0,4.0,0,20,15,Evening
1918,200907481,03/15/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1300,9,Van Nuys,971,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,29,M,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,4700 N  SEPULVEDA                    BL,34.156,-118.4662,2020.0,3.0,14.0,5.0,0.0,1.0,1,13,0,Afternoon
1919,201226821,12/20/2020 12:00:00 AM,12/20/2020 12:00:00 AM,2050,12,77th Street,1245,2,624,BATTERY - SIMPLE ASSAULT,0416 1202 2021 0913,67,F,B,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,6300    BUDLONG                      AV,33.9814,-118.2959,2020.0,12.0,20.0,6.0,0.0,4.0,1,20,50,Evening
1921,200808559,04/21/2020 12:00:00 AM,04/19/2020 12:00:00 AM,2030,8,West LA,829,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0202,46,F,W,501,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,1700    ENSLEY                       AV,34.0617,-118.4216,2020.0,4.0,19.0,6.0,0.0,2.0,1,20,30,Evening
1922,200712122,07/28/2020 12:00:00 AM,07/24/2020 12:00:00 AM,1515,7,Wilshire,702,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,X,X,721,HIGH SCHOOL,,,IC,Invest Cont,341,,,7800 W  MELROSE                      AV,34.0838,-118.3595,2020.0,7.0,24.0,4.0,0.0,3.0,0,15,15,Afternoon
1924,200816097,11-05-2020 00:00,10/26/2020 12:00:00 AM,1140,8,West LA,889,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394 0344 0346,34,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,2000 S  SHERBOURNE                   DR,34.0398,-118.383,2020.0,10.0,26.0,0.0,0.0,4.0,0,11,40,Morning
1925,201218569,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1530,12,77th Street,1248,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,41,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,800 W  71ST                         ST,33.9755,-118.2876,2020.0,8.0,13.0,3.0,0.0,3.0,0,15,30,Afternoon
1926,200209268,04/22/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1200,2,Rampart,245,1,330,BURGLARY FROM VEHICLE,0344 0352 1609 1307 1822 0216 0329,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,400 S  LAKE                         ST,34.0621,-118.2747,2020.0,4.0,20.0,0.0,0.0,2.0,0,12,0,Morning
1927,201112955,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,700,11,Northeast,1102,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0913 1259 1813,17,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,4400    LA CLEDE                     AV,34.1323,-118.2667,2020.0,8.0,27.0,3.0,0.0,3.0,0,7,0,Morning
1928,200219183,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,700,2,Rampart,251,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,300 S  RAMPART                      BL,34.0657,-118.2792,2020.0,12.0,31.0,3.0,0.0,4.0,0,7,0,Morning
1929,200513043,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1825,5,Harbor,511,1,761,BRANDISH WEAPON,0334 1309 1206 0913 0602 0554 2002,34,M,H,501,SINGLE FAMILY DWELLING,110.0,SEMI-AUTOMATIC RIFLE,AO,Adult Other,761,,,25600    PRESIDENT                    AV,33.791,-118.3043,2020.0,8.0,16.0,6.0,0.0,3.0,1,18,25,Afternoon
1932,200608092,03/18/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1330,6,Hollywood,668,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0422 1822,39,F,H,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930,,,5500    VIRGINIA                     AV,34.0918,-118.3092,2020.0,3.0,18.0,2.0,0.0,1.0,0,13,30,Afternoon
1934,200321818,12/16/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1515,3,Southwest,321,1,210,ROBBERY,1309 0430 0302 0355 0344 1310 1822,37,M,B,108,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,210,230.0,,3500 S  LA CIENEGA                   BL,34.0237,-118.3722,2020.0,12.0,16.0,2.0,0.0,4.0,0,15,15,Afternoon
1935,200511054,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,1800,5,Harbor,513,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 1309 1814 2000 0448,21,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,1300    FIGUEROA                     PL,33.79,-118.2826,2020.0,6.0,25.0,3.0,0.0,2.0,0,18,0,Afternoon
1938,200806418,02/23/2020 12:00:00 AM,02/22/2020 12:00:00 AM,2000,8,West LA,832,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 0913,36,F,W,102,SIDEWALK,,,IC,Invest Cont,440,,,11500    SAN VICENTE                  BL,34.0526,-118.4607,2020.0,2.0,22.0,5.0,0.0,1.0,1,20,0,Evening
1939,200614031,08/15/2020 12:00:00 AM,08/15/2020 12:00:00 AM,2050,6,Hollywood,637,1,210,ROBBERY,2004 1822 0416 0344 0400,39,M,H,158,TRANSIENT ENCAMPMENT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,ARGYLE,34.1037,-118.3252,2020.0,8.0,15.0,5.0,0.0,3.0,1,20,50,Evening
1941,200518355,12/30/2020 12:00:00 AM,12/29/2020 12:00:00 AM,2100,5,Harbor,516,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,1300 N  AVALON                       BL,33.7868,-118.2658,2020.0,12.0,29.0,1.0,0.0,4.0,0,21,0,Evening
1942,200805372,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1320,8,West LA,805,2,900,VIOLATION OF COURT ORDER,2038 1236,49,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,900,,,11300    CHALON                       RD,34.0848,-118.4622,2020.0,1.0,30.0,3.0,0.0,1.0,0,13,20,Afternoon
1943,200319507,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1800,3,Southwest,393,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,19,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,4100    CRENSHAW                     BL,34.0099,-118.3351,2020.0,10.0,27.0,1.0,0.0,4.0,0,18,0,Afternoon
1947,200914713,09/15/2020 12:00:00 AM,09/14/2020 12:00:00 AM,2030,9,Van Nuys,905,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1420,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,14500    SHERMAN                      WY,34.2048,-118.4531,2020.0,9.0,14.0,0.0,0.0,3.0,0,20,30,Evening
